2025-08-02 09:13:56 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 09:20:30 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 09:20:30 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 09:20:30 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 09:20:31 INFO  GenericWrapper:142 - Entered text 'user@example.com' into element: [[ChromeDriver: chrome on windows (6704fae51683d28d2bfcf99c505ecf2f)] -> xpath: //input[@id='email']]
2025-08-02 09:20:32 INFO  GenericWrapper:142 - Entered text 'MacBook' into element: [[ChromeDriver: chrome on windows (6704fae51683d28d2bfcf99c505ecf2f)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 09:20:42 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (6704fae51683d28d2bfcf99c505ecf2f)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 09:20:43 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 09:20:44 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 09:20:44 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 09:20:45 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 09:20:45 INFO  GenericWrapper:142 - Entered text 'guest@demo.com' into element: [[ChromeDriver: chrome on windows (71c3a3906263ce21a9e76156e79a3d2d)] -> xpath: //input[@id='email']]
2025-08-02 09:20:46 INFO  GenericWrapper:142 - Entered text 'iPhone' into element: [[ChromeDriver: chrome on windows (71c3a3906263ce21a9e76156e79a3d2d)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 09:20:57 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (71c3a3906263ce21a9e76156e79a3d2d)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 09:20:57 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 09:22:15 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 09:22:16 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 09:22:16 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 09:22:17 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 09:22:17 INFO  GenericWrapper:142 - Entered text 'user@example.com' into element: [[ChromeDriver: chrome on windows (0b92e8e9ac7c84ac410eccb921f0dc7d)] -> xpath: //input[@id='email']]
2025-08-02 09:22:18 INFO  GenericWrapper:142 - Entered text 'MacBook' into element: [[ChromeDriver: chrome on windows (0b92e8e9ac7c84ac410eccb921f0dc7d)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 09:22:29 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (0b92e8e9ac7c84ac410eccb921f0dc7d)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 09:22:40 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 09:22:40 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 09:22:40 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 09:22:41 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 09:22:41 INFO  GenericWrapper:142 - Entered text 'guest@demo.com' into element: [[ChromeDriver: chrome on windows (fc12ec03135778eb33fa0194a70e2a63)] -> xpath: //input[@id='email']]
2025-08-02 09:22:43 INFO  GenericWrapper:142 - Entered text 'iPhone' into element: [[ChromeDriver: chrome on windows (fc12ec03135778eb33fa0194a70e2a63)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 09:22:53 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (fc12ec03135778eb33fa0194a70e2a63)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 09:23:04 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 09:26:27 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 09:26:29 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 09:26:29 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 09:26:29 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 09:26:30 INFO  GenericWrapper:142 - Entered text 'user@example.com' into element: [[ChromeDriver: chrome on windows (3312ad0b935965fb2e3f818977010ad2)] -> xpath: //input[@id='email']]
2025-08-02 09:26:31 INFO  GenericWrapper:142 - Entered text 'MacBook' into element: [[ChromeDriver: chrome on windows (3312ad0b935965fb2e3f818977010ad2)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 09:26:41 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (3312ad0b935965fb2e3f818977010ad2)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 09:26:42 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (3312ad0b935965fb2e3f818977010ad2)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 09:26:42 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 09:26:43 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 09:26:43 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 09:26:44 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 09:26:44 INFO  GenericWrapper:142 - Entered text 'guest@demo.com' into element: [[ChromeDriver: chrome on windows (3ffdc82bec726e75345b17995ef2390a)] -> xpath: //input[@id='email']]
2025-08-02 09:26:45 INFO  GenericWrapper:142 - Entered text 'iPhone' into element: [[ChromeDriver: chrome on windows (3ffdc82bec726e75345b17995ef2390a)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 09:26:56 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (3ffdc82bec726e75345b17995ef2390a)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 09:26:56 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (3ffdc82bec726e75345b17995ef2390a)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 09:26:56 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 10:09:32 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 10:09:35 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 10:09:35 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 10:09:35 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 10:09:36 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 11:07:58 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 11:08:03 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 11:08:03 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 11:08:05 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 11:08:05 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 11:25:41 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 11:25:44 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 11:25:44 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 11:25:45 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 11:25:46 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 11:27:45 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 11:27:47 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 11:27:47 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 11:27:48 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 11:27:48 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 11:37:37 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 11:37:39 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 11:37:39 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 11:37:40 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 11:37:40 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 11:52:02 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 11:52:05 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 11:52:05 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 11:52:07 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 11:52:07 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 11:53:07 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 11:53:09 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 11:53:09 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 11:53:10 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 11:53:10 INFO  GenericWrapper:142 - Entered text 'user@example.com' into element: [[ChromeDriver: chrome on windows (d07beb64fbaf3769ccee567baa6f47ff)] -> xpath: //input[@id='email']]
2025-08-02 11:53:12 INFO  GenericWrapper:142 - Entered text 'MacBook' into element: [[ChromeDriver: chrome on windows (d07beb64fbaf3769ccee567baa6f47ff)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 11:53:22 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (d07beb64fbaf3769ccee567baa6f47ff)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 11:53:22 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (d07beb64fbaf3769ccee567baa6f47ff)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 11:53:23 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 11:53:24 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 11:53:24 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 11:53:24 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 11:53:25 INFO  GenericWrapper:142 - Entered text 'guest@demo.com' into element: [[ChromeDriver: chrome on windows (10c0cf5abdcc33a3fa129a372011c25f)] -> xpath: //input[@id='email']]
2025-08-02 11:53:26 INFO  GenericWrapper:142 - Entered text 'iPhone' into element: [[ChromeDriver: chrome on windows (10c0cf5abdcc33a3fa129a372011c25f)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 11:53:37 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (10c0cf5abdcc33a3fa129a372011c25f)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 11:53:37 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (10c0cf5abdcc33a3fa129a372011c25f)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 11:53:37 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 11:53:38 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 11:53:38 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 11:53:40 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 11:53:41 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 11:59:12 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 11:59:14 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 11:59:14 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 11:59:15 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 11:59:15 INFO  GenericWrapper:142 - Entered text 'user@example.com' into element: [[ChromeDriver: chrome on windows (c65bd82a3526b2c87fbe27fa8b3a64dd)] -> xpath: //input[@id='email']]
2025-08-02 11:59:17 INFO  GenericWrapper:142 - Entered text 'MacBook' into element: [[ChromeDriver: chrome on windows (c65bd82a3526b2c87fbe27fa8b3a64dd)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 11:59:27 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (c65bd82a3526b2c87fbe27fa8b3a64dd)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 11:59:28 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (c65bd82a3526b2c87fbe27fa8b3a64dd)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 11:59:28 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 11:59:29 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 11:59:29 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 11:59:30 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 11:59:31 INFO  GenericWrapper:142 - Entered text 'guest@demo.com' into element: [[ChromeDriver: chrome on windows (37700ec5f8939de4f45aa8d2f6e5484c)] -> xpath: //input[@id='email']]
2025-08-02 11:59:32 INFO  GenericWrapper:142 - Entered text 'iPhone' into element: [[ChromeDriver: chrome on windows (37700ec5f8939de4f45aa8d2f6e5484c)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 11:59:43 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (37700ec5f8939de4f45aa8d2f6e5484c)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 11:59:43 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (37700ec5f8939de4f45aa8d2f6e5484c)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 11:59:43 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 11:59:44 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 11:59:44 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 11:59:47 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 11:59:47 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:04:26 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 12:04:28 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:04:28 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:04:29 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:04:30 INFO  GenericWrapper:142 - Entered text 'user@example.com' into element: [[ChromeDriver: chrome on windows (09a0c9630f90d29598ff9dc9b6a630a4)] -> xpath: //input[@id='email']]
2025-08-02 12:04:31 INFO  GenericWrapper:142 - Entered text 'MacBook' into element: [[ChromeDriver: chrome on windows (09a0c9630f90d29598ff9dc9b6a630a4)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 12:04:42 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (09a0c9630f90d29598ff9dc9b6a630a4)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 12:04:42 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (09a0c9630f90d29598ff9dc9b6a630a4)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 12:04:42 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:04:43 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:04:43 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:04:45 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:04:45 INFO  GenericWrapper:142 - Entered text 'guest@demo.com' into element: [[ChromeDriver: chrome on windows (cc11c5093d71237e61a0b87059bb2314)] -> xpath: //input[@id='email']]
2025-08-02 12:04:47 INFO  GenericWrapper:142 - Entered text 'iPhone' into element: [[ChromeDriver: chrome on windows (cc11c5093d71237e61a0b87059bb2314)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 12:04:57 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (cc11c5093d71237e61a0b87059bb2314)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 12:04:57 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (cc11c5093d71237e61a0b87059bb2314)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 12:04:58 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:04:59 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:04:59 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:05:00 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:05:00 INFO  GenericWrapper:408 - Element clicked after waiting: [[ChromeDriver: chrome on windows (bf4344a4124e4caf3993067103489564)] -> xpath: //button[normalize-space()='Create New Account']]
2025-08-02 12:05:00 INFO  GenericWrapper:142 - Entered text 'Manoj' into element: [[ChromeDriver: chrome on windows (bf4344a4124e4caf3993067103489564)] -> xpath: //input[@id='regFirstName']]
2025-08-02 12:05:01 INFO  GenericWrapper:142 - Entered text 'kumar' into element: [[ChromeDriver: chrome on windows (bf4344a4124e4caf3993067103489564)] -> xpath: //input[@id='regLastName']]
2025-08-02 12:05:01 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:06:19 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 12:06:22 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:06:22 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:06:23 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:06:23 INFO  GenericWrapper:408 - Element clicked after waiting: [[ChromeDriver: chrome on windows (73a416a18ed4e23a92f96957cea23575)] -> xpath: //button[normalize-space()='Create New Account']]
2025-08-02 12:06:24 INFO  GenericWrapper:142 - Entered text 'Manoj' into element: [[ChromeDriver: chrome on windows (73a416a18ed4e23a92f96957cea23575)] -> xpath: //input[@id='regFirstName']]
2025-08-02 12:06:24 INFO  GenericWrapper:142 - Entered text 'kumar' into element: [[ChromeDriver: chrome on windows (73a416a18ed4e23a92f96957cea23575)] -> xpath: //input[@id='regLastName']]
2025-08-02 12:06:24 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:12:37 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 12:12:40 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:12:41 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:12:42 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:12:42 INFO  GenericWrapper:408 - Element clicked after waiting: [[ChromeDriver: chrome on windows (dba0f82e366ffde0cc31c32cf1782fa4)] -> xpath: //button[normalize-space()='Create New Account']]
2025-08-02 12:12:43 INFO  GenericWrapper:142 - Entered text 'Manoj' into element: [[ChromeDriver: chrome on windows (dba0f82e366ffde0cc31c32cf1782fa4)] -> xpath: //input[@id='regFirstName']]
2025-08-02 12:12:43 INFO  GenericWrapper:142 - Entered text 'kumar' into element: [[ChromeDriver: chrome on windows (dba0f82e366ffde0cc31c32cf1782fa4)] -> xpath: //input[@id='regLastName']]
2025-08-02 12:12:44 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:14:39 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 12:14:41 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:14:42 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:14:43 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:14:43 INFO  GenericWrapper:408 - Element clicked after waiting: [[ChromeDriver: chrome on windows (eed260d1422599a351971bd622dd76fe)] -> xpath: //button[normalize-space()='Create New Account']]
2025-08-02 12:14:43 INFO  GenericWrapper:142 - Entered text 'Manoj' into element: [[ChromeDriver: chrome on windows (eed260d1422599a351971bd622dd76fe)] -> xpath: //input[@id='regFirstName']]
2025-08-02 12:14:44 INFO  GenericWrapper:142 - Entered text 'kumar' into element: [[ChromeDriver: chrome on windows (eed260d1422599a351971bd622dd76fe)] -> xpath: //input[@id='regLastName']]
2025-08-02 12:14:44 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:15:13 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 12:15:16 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:15:16 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:15:17 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:15:17 INFO  GenericWrapper:408 - Element clicked after waiting: [[ChromeDriver: chrome on windows (12d49a09ce74967ea0bdb96d87727a26)] -> xpath: //button[normalize-space()='Create New Account']]
2025-08-02 12:15:17 INFO  GenericWrapper:142 - Entered text 'Manoj' into element: [[ChromeDriver: chrome on windows (12d49a09ce74967ea0bdb96d87727a26)] -> xpath: //input[@id='regFirstName']]
2025-08-02 12:15:17 INFO  GenericWrapper:142 - Entered text 'kumar' into element: [[ChromeDriver: chrome on windows (12d49a09ce74967ea0bdb96d87727a26)] -> xpath: //input[@id='regLastName']]
2025-08-02 12:15:18 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:16:03 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 12:16:06 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:16:06 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:16:07 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:16:07 INFO  GenericWrapper:408 - Element clicked after waiting: [[ChromeDriver: chrome on windows (a52e08dfbec552cffe35bb229118aebf)] -> xpath: //button[normalize-space()='Create New Account']]
2025-08-02 12:16:07 INFO  GenericWrapper:142 - Entered text 'Manoj' into element: [[ChromeDriver: chrome on windows (a52e08dfbec552cffe35bb229118aebf)] -> xpath: //input[@id='regFirstName']]
2025-08-02 12:16:07 INFO  GenericWrapper:142 - Entered text 'kumar' into element: [[ChromeDriver: chrome on windows (a52e08dfbec552cffe35bb229118aebf)] -> xpath: //input[@id='regLastName']]
2025-08-02 12:16:08 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:18:41 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 12:18:43 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:18:43 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:18:45 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:18:45 INFO  GenericWrapper:142 - Entered text 'user@example.com' into element: [[ChromeDriver: chrome on windows (814f5e3f4cd40726e4db531e9c821fac)] -> xpath: //input[@id='email']]
2025-08-02 12:18:47 INFO  GenericWrapper:142 - Entered text 'MacBook' into element: [[ChromeDriver: chrome on windows (814f5e3f4cd40726e4db531e9c821fac)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 12:18:58 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (814f5e3f4cd40726e4db531e9c821fac)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 12:18:58 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (814f5e3f4cd40726e4db531e9c821fac)] -> xpath: //button[normalize-space()='Logout']]
